idx,rssi_1_1,rssi_1_2,rssi_1_3,rssi_2_1,rssi_2_2,rssi_2_3,rssi_3_1,rssi_3_2,rssi_3_3,lat,lon,indoor,delta_1_12,delta_1_13,delta_1_23,delta_2_12,delta_2_13,delta_2_23,delta_3_12,delta_3_13,delta_3_23,dist_1,dist_2,dist_3,ang_1,ang_2,ang_3,delay_1,delay_2,delay_3,delay_12,delay_13,delay_23
1932,-98.748,-99.67,-98.61,-96.1,-92.8375,-90.74714285714279,-100.03,-95.25,-115.0,-8.055494,-34.951316,True,0.921999999999997,-0.13800000000000523,-1.0600000000000023,-3.2624999999999886,-5.352857142857204,-2.090357142857215,-4.780000000000001,14.969999999999999,19.75,1.3374636059038945,0.7869496111746128,0.7259985364660299,176.76838017736674,-111.46714813367223,91.51935279836457,5.0,3.0,3.0,2.0,2.0,0.0
1933,-98.748,-99.67,-98.61,-96.1,-92.8375,-90.74714285714279,-100.03,-92.995,-115.0,-8.055494,-34.951316,True,0.921999999999997,-0.13800000000000523,-1.0600000000000023,-3.2624999999999886,-5.352857142857204,-2.090357142857215,-7.034999999999997,14.969999999999999,22.004999999999995,1.3374636059038945,0.7869496111746128,0.7259985364660299,176.76838017736674,-111.46714813367223,91.51935279836457,5.0,3.0,3.0,2.0,2.0,0.0
1934,-98.748,-99.67,-98.61,-95.85,-91.71,-90.74714285714279,-100.03,-92.995,-115.0,-8.055494,-34.951316,True,0.921999999999997,-0.13800000000000523,-1.0600000000000023,-4.140000000000001,-5.102857142857204,-0.962857142857203,-7.034999999999997,14.969999999999999,22.004999999999995,1.3374636059038945,0.7869496111746128,0.7259985364660299,176.76838017736674,-111.46714813367223,91.51935279836457,5.0,3.0,3.0,2.0,2.0,0.0
1935,-98.748,-99.67,-98.61,-95.85,-92.8375,-90.4375,-100.03,-92.995,-115.0,-8.055494,-34.951316,True,0.921999999999997,-0.13800000000000523,-1.0600000000000023,-3.0124999999999886,-5.412499999999994,-2.4000000000000057,-7.034999999999997,14.969999999999999,22.004999999999995,1.3374636059038945,0.7869496111746128,0.7259985364660299,176.76838017736674,-111.46714813367223,91.51935279836457,5.0,3.0,3.0,2.0,2.0,0.0
1936,-98.748,-99.67,-98.61,-95.85,-92.8375,-90.39,-100.03,-92.995,-115.0,-8.055494,-34.951316,True,0.921999999999997,-0.13800000000000523,-1.0600000000000023,-3.0124999999999886,-5.459999999999994,-2.447500000000005,-7.034999999999997,14.969999999999999,22.004999999999995,1.3374636059038945,0.7869496111746128,0.7259985364660299,176.76838017736674,-111.46714813367223,91.51935279836457,5.0,3.0,3.0,2.0,2.0,0.0
1937,-98.748,-99.67,-98.61,-95.85,-92.8375,-90.39,-100.03,-92.995,-115.0,-8.055494,-34.951316,True,0.921999999999997,-0.13800000000000523,-1.0600000000000023,-3.0124999999999886,-5.459999999999994,-2.447500000000005,-7.034999999999997,14.969999999999999,22.004999999999995,1.3374636059038945,0.7869496111746128,0.7259985364660299,176.76838017736674,-111.46714813367223,91.51935279836457,5.0,3.0,3.0,2.0,2.0,0.0
1938,-97.23,-99.67,-98.61,-97.11,-92.8375,-90.39,-100.03,-92.995,-115.0,-8.055494,-34.951316,True,2.4399999999999977,1.3799999999999955,-1.0600000000000023,-4.272499999999994,-6.719999999999999,-2.447500000000005,-7.034999999999997,14.969999999999999,22.004999999999995,1.3374636059038945,0.7869496111746128,0.7259985364660299,176.76838017736674,-111.46714813367223,91.51935279836457,5.0,3.0,3.0,2.0,2.0,0.0
1939,-98.748,-99.67,-98.61,-97.11,-92.8375,-90.39,-100.03,-92.995,-115.0,-8.055494,-34.951316,True,0.921999999999997,-0.13800000000000523,-1.0600000000000023,-4.272499999999994,-6.719999999999999,-2.447500000000005,-7.034999999999997,14.969999999999999,22.004999999999995,1.3374636059038945,0.7869496111746128,0.7259985364660299,176.76838017736674,-111.46714813367223,91.51935279836457,5.0,3.0,3.0,2.0,2.0,0.0
1940,-98.748,-99.67,-98.61,-97.11,-92.8375,-90.39,-100.03,-92.995,-115.0,-8.055494,-34.951316,True,0.921999999999997,-0.13800000000000523,-1.0600000000000023,-4.272499999999994,-6.719999999999999,-2.447500000000005,-7.034999999999997,14.969999999999999,22.004999999999995,1.3374636059038945,0.7869496111746128,0.7259985364660299,176.76838017736674,-111.46714813367223,91.51935279836457,5.0,3.0,3.0,2.0,2.0,0.0
1941,-98.748,-99.67,-98.61,-97.11,-92.8375,-90.81857142857142,-100.03,-92.995,-115.0,-8.055494,-34.951316,True,0.921999999999997,-0.13800000000000523,-1.0600000000000023,-4.272499999999994,-6.2914285714285825,-2.0189285714285887,-7.034999999999997,14.969999999999999,22.004999999999995,1.3374636059038945,0.7869496111746128,0.7259985364660299,176.76838017736674,-111.46714813367223,91.51935279836457,5.0,3.0,3.0,2.0,2.0,0.0
1942,-98.748,-99.67,-98.61,-97.11,-92.8375,-90.81857142857142,-100.03,-92.995,-115.0,-8.055494,-34.951316,True,0.921999999999997,-0.13800000000000523,-1.0600000000000023,-4.272499999999994,-6.2914285714285825,-2.0189285714285887,-7.034999999999997,14.969999999999999,22.004999999999995,1.3374636059038945,0.7869496111746128,0.7259985364660299,176.76838017736674,-111.46714813367223,91.51935279836457,5.0,3.0,3.0,2.0,2.0,0.0
1943,-98.748,-99.67,-98.61,-97.11,-90.662,-90.81857142857142,-100.03,-92.995,-115.0,-8.055494,-34.951316,True,0.921999999999997,-0.13800000000000523,-1.0600000000000023,-6.447999999999993,-6.2914285714285825,0.15657142857141082,-7.034999999999997,14.969999999999999,22.004999999999995,1.3374636059038945,0.7869496111746128,0.7259985364660299,176.76838017736674,-111.46714813367223,91.51935279836457,5.0,3.0,3.0,2.0,2.0,0.0
1944,-98.748,-99.67,-98.61,-97.11,-89.8825,-90.81857142857142,-100.03,-92.995,-115.0,-8.055494,-34.951316,True,0.921999999999997,-0.13800000000000523,-1.0600000000000023,-7.227500000000006,-6.2914285714285825,0.9360714285714238,-7.034999999999997,14.969999999999999,22.004999999999995,1.3374636059038945,0.7869496111746128,0.7259985364660299,176.76838017736674,-111.46714813367223,91.51935279836457,5.0,3.0,3.0,2.0,2.0,0.0
1945,-98.748,-99.67,-98.61,-97.11,-95.53,-90.81857142857142,-100.03,-92.995,-115.0,-8.055494,-34.951316,True,0.921999999999997,-0.13800000000000523,-1.0600000000000023,-1.5799999999999983,-6.2914285714285825,-4.711428571428584,-7.034999999999997,14.969999999999999,22.004999999999995,1.3374636059038945,0.7869496111746128,0.7259985364660299,176.76838017736674,-111.46714813367223,91.51935279836457,5.0,3.0,3.0,2.0,2.0,0.0
1946,-98.748,-99.67,-98.61,-98.36,-89.8825,-90.81857142857142,-100.03,-92.995,-115.0,-8.055494,-34.951316,True,0.921999999999997,-0.13800000000000523,-1.0600000000000023,-8.477500000000006,-7.5414285714285825,0.9360714285714238,-7.034999999999997,14.969999999999999,22.004999999999995,1.3374636059038945,0.7869496111746128,0.7259985364660299,176.76838017736674,-111.46714813367223,91.51935279836457,5.0,3.0,3.0,2.0,2.0,0.0
1947,-98.748,-99.67,-98.61,-98.36,-89.8825,-90.81857142857142,-100.03,-92.995,-115.0,-8.055494,-34.951316,True,0.921999999999997,-0.13800000000000523,-1.0600000000000023,-8.477500000000006,-7.5414285714285825,0.9360714285714238,-7.034999999999997,14.969999999999999,22.004999999999995,1.3374636059038945,0.7869496111746128,0.7259985364660299,176.76838017736674,-111.46714813367223,91.51935279836457,5.0,3.0,3.0,2.0,2.0,0.0
1948,-98.748,-99.67,-98.61,-98.36,-89.8825,-89.21,-100.03,-92.995,-115.0,-8.055494,-34.951316,True,0.921999999999997,-0.13800000000000523,-1.0600000000000023,-8.477500000000006,-9.150000000000006,-0.6724999999999994,-7.034999999999997,14.969999999999999,22.004999999999995,1.3374636059038945,0.7869496111746128,0.7259985364660299,176.76838017736674,-111.46714813367223,91.51935279836457,5.0,3.0,3.0,2.0,2.0,0.0
1949,-98.748,-99.67,-98.61,-98.36,-89.8825,-90.81857142857142,-100.03,-92.995,-115.0,-8.055494,-34.951316,True,0.921999999999997,-0.13800000000000523,-1.0600000000000023,-8.477500000000006,-7.5414285714285825,0.9360714285714238,-7.034999999999997,14.969999999999999,22.004999999999995,1.3374636059038945,0.7869496111746128,0.7259985364660299,176.76838017736674,-111.46714813367223,91.51935279836457,5.0,3.0,3.0,2.0,2.0,0.0
1950,-98.748,-99.67,-98.61,-98.36,-89.8825,-90.81857142857142,-100.03,-92.995,-115.0,-8.055494,-34.951316,True,0.921999999999997,-0.13800000000000523,-1.0600000000000023,-8.477500000000006,-7.5414285714285825,0.9360714285714238,-7.034999999999997,14.969999999999999,22.004999999999995,1.3374636059038945,0.7869496111746128,0.7259985364660299,176.76838017736674,-111.46714813367223,91.51935279836457,5.0,3.0,3.0,2.0,2.0,0.0
1951,-98.748,-99.67,-98.61,-98.36,-89.8825,-90.81857142857142,-100.03,-92.995,-115.0,-8.055494,-34.951316,True,0.921999999999997,-0.13800000000000523,-1.0600000000000023,-8.477500000000006,-7.5414285714285825,0.9360714285714238,-7.034999999999997,14.969999999999999,22.004999999999995,1.3374636059038945,0.7869496111746128,0.7259985364660299,176.76838017736674,-111.46714813367223,91.51935279836457,5.0,3.0,3.0,2.0,2.0,0.0
1952,-98.748,-99.67,-98.61,-97.55,-89.8825,-90.81857142857142,-100.03,-92.995,-115.0,-8.055494,-34.951316,True,0.921999999999997,-0.13800000000000523,-1.0600000000000023,-7.667500000000004,-6.73142857142858,0.9360714285714238,-7.034999999999997,14.969999999999999,22.004999999999995,1.3374636059038945,0.7869496111746128,0.7259985364660299,176.76838017736674,-111.46714813367223,91.51935279836457,5.0,3.0,3.0,2.0,2.0,0.0
1953,-98.748,-99.67,-98.61,-97.55,-89.5075,-90.81857142857142,-100.03,-92.995,-115.0,-8.055494,-34.951316,True,0.921999999999997,-0.13800000000000523,-1.0600000000000023,-8.042500000000004,-6.73142857142858,1.3110714285714238,-7.034999999999997,14.969999999999999,22.004999999999995,1.3374636059038945,0.7869496111746128,0.7259985364660299,176.76838017736674,-111.46714813367223,91.51935279836457,5.0,3.0,3.0,2.0,2.0,0.0
1954,-98.748,-99.67,-98.61,-97.11,-89.5075,-90.81857142857142,-100.03,-92.995,-115.0,-8.055494,-34.951316,True,0.921999999999997,-0.13800000000000523,-1.0600000000000023,-7.602500000000006,-6.2914285714285825,1.3110714285714238,-7.034999999999997,14.969999999999999,22.004999999999995,1.3374636059038945,0.7869496111746128,0.7259985364660299,176.76838017736674,-111.46714813367223,91.51935279836457,5.0,3.0,3.0,2.0,2.0,0.0
1955,-98.748,-99.67,-98.61,-97.11,-89.5075,-90.81857142857142,-100.03,-92.995,-115.0,-8.055494,-34.951316,True,0.921999999999997,-0.13800000000000523,-1.0600000000000023,-7.602500000000006,-6.2914285714285825,1.3110714285714238,-7.034999999999997,14.969999999999999,22.004999999999995,1.3374636059038945,0.7869496111746128,0.7259985364660299,176.76838017736674,-111.46714813367223,91.51935279836457,5.0,3.0,3.0,2.0,2.0,0.0
1956,-98.748,-99.67,-98.61,-97.11,-89.5075,-90.81857142857142,-100.03,-92.995,-115.0,-8.055494,-34.951316,True,0.921999999999997,-0.13800000000000523,-1.0600000000000023,-7.602500000000006,-6.2914285714285825,1.3110714285714238,-7.034999999999997,14.969999999999999,22.004999999999995,1.3374636059038945,0.7869496111746128,0.7259985364660299,176.76838017736674,-111.46714813367223,91.51935279836457,5.0,3.0,3.0,2.0,2.0,0.0
1957,-98.748,-99.67,-98.61,-98.24,-89.5075,-90.81857142857142,-100.03,-92.995,-115.0,-8.055494,-34.951316,True,0.921999999999997,-0.13800000000000523,-1.0600000000000023,-8.732500000000002,-7.421428571428578,1.3110714285714238,-7.034999999999997,14.969999999999999,22.004999999999995,1.3374636059038945,0.7869496111746128,0.7259985364660299,176.76838017736674,-111.46714813367223,91.51935279836457,5.0,3.0,3.0,2.0,2.0,0.0
1958,-98.748,-99.67,-98.61,-98.24,-89.5075,-90.81857142857142,-100.03,-92.995,-115.0,-8.055494,-34.951316,True,0.921999999999997,-0.13800000000000523,-1.0600000000000023,-8.732500000000002,-7.421428571428578,1.3110714285714238,-7.034999999999997,14.969999999999999,22.004999999999995,1.3374636059038945,0.7869496111746128,0.7259985364660299,176.76838017736674,-111.46714813367223,91.51935279836457,5.0,3.0,3.0,2.0,2.0,0.0
1959,-98.748,-99.67,-98.61,-97.8,-89.5075,-90.81857142857142,-100.03,-92.995,-115.0,-8.055494,-34.951316,True,0.921999999999997,-0.13800000000000523,-1.0600000000000023,-8.292500000000004,-6.98142857142858,1.3110714285714238,-7.034999999999997,14.969999999999999,22.004999999999995,1.3374636059038945,0.7869496111746128,0.7259985364660299,176.76838017736674,-111.46714813367223,91.51935279836457,5.0,3.0,3.0,2.0,2.0,0.0
1960,-98.748,-99.67,-98.61,-97.8,-89.5075,-90.61,-100.03,-92.995,-115.0,-8.055494,-34.951316,True,0.921999999999997,-0.13800000000000523,-1.0600000000000023,-8.292500000000004,-7.189999999999998,1.1025000000000063,-7.034999999999997,14.969999999999999,22.004999999999995,1.3374636059038945,0.7869496111746128,0.7259985364660299,176.76838017736674,-111.46714813367223,91.51935279836457,5.0,3.0,3.0,2.0,2.0,0.0
1961,-98.748,-99.67,-98.61,-97.8,-89.5075,-90.8371428571428,-100.03,-92.995,-115.0,-8.055494,-34.951316,True,0.921999999999997,-0.13800000000000523,-1.0600000000000023,-8.292500000000004,-6.962857142857203,1.329642857142801,-7.034999999999997,14.969999999999999,22.004999999999995,1.3374636059038945,0.7869496111746128,0.7259985364660299,176.76838017736674,-111.46714813367223,91.51935279836457,5.0,3.0,3.0,2.0,2.0,0.0
1962,-98.748,-99.67,-98.61,-97.8,-89.5075,-90.8371428571428,-100.03,-92.995,-115.0,-8.055494,-34.951316,True,0.921999999999997,-0.13800000000000523,-1.0600000000000023,-8.292500000000004,-6.962857142857203,1.329642857142801,-7.034999999999997,14.969999999999999,22.004999999999995,1.3374636059038945,0.7869496111746128,0.7259985364660299,176.76838017736674,-111.46714813367223,91.51935279836457,5.0,3.0,3.0,2.0,2.0,0.0
1963,-98.748,-99.67,-98.61,-97.8,-89.5075,-90.8371428571428,-100.03,-92.995,-115.0,-8.055494,-34.951316,True,0.921999999999997,-0.13800000000000523,-1.0600000000000023,-8.292500000000004,-6.962857142857203,1.329642857142801,-7.034999999999997,14.969999999999999,22.004999999999995,1.3374636059038945,0.7869496111746128,0.7259985364660299,176.76838017736674,-111.46714813367223,91.51935279836457,5.0,3.0,3.0,2.0,2.0,0.0
1964,-98.748,-99.67,-98.61,-97.8,-89.5075,-90.97142857142859,-100.03,-92.995,-115.0,-8.055494,-34.951316,True,0.921999999999997,-0.13800000000000523,-1.0600000000000023,-8.292500000000004,-6.828571428571408,1.4639285714285961,-7.034999999999997,14.969999999999999,22.004999999999995,1.3374636059038945,0.7869496111746128,0.7259985364660299,176.76838017736674,-111.46714813367223,91.51935279836457,5.0,3.0,3.0,2.0,2.0,0.0
1965,-98.748,-99.67,-98.61,-97.8,-89.322,-90.97142857142859,-100.03,-92.995,-115.0,-8.055494,-34.951316,True,0.921999999999997,-0.13800000000000523,-1.0600000000000023,-8.477999999999994,-6.828571428571408,1.6494285714285866,-7.034999999999997,14.969999999999999,22.004999999999995,1.3374636059038945,0.7869496111746128,0.7259985364660299,176.76838017736674,-111.46714813367223,91.51935279836457,5.0,3.0,3.0,2.0,2.0,0.0
1966,-98.748,-99.67,-98.61,-97.8,-88.725,-90.97142857142859,-100.03,-92.995,-115.0,-8.055494,-34.951316,True,0.921999999999997,-0.13800000000000523,-1.0600000000000023,-9.075000000000003,-6.828571428571408,2.246428571428595,-7.034999999999997,14.969999999999999,22.004999999999995,1.3374636059038945,0.7869496111746128,0.7259985364660299,176.76838017736674,-111.46714813367223,91.51935279836457,5.0,3.0,3.0,2.0,2.0,0.0
1967,-98.748,-99.67,-98.61,-97.8,-81.96,-90.97142857142859,-100.03,-92.995,-115.0,-8.055494,-34.951316,True,0.921999999999997,-0.13800000000000523,-1.0600000000000023,-15.840000000000003,-6.828571428571408,9.011428571428596,-7.034999999999997,14.969999999999999,22.004999999999995,1.3374636059038945,0.7869496111746128,0.7259985364660299,176.76838017736674,-111.46714813367223,91.51935279836457,5.0,3.0,3.0,2.0,2.0,0.0
1968,-98.748,-99.67,-98.61,-97.8,-88.725,-90.97142857142859,-100.03,-92.995,-115.0,-8.055494,-34.951316,True,0.921999999999997,-0.13800000000000523,-1.0600000000000023,-9.075000000000003,-6.828571428571408,2.246428571428595,-7.034999999999997,14.969999999999999,22.004999999999995,1.3374636059038945,0.7869496111746128,0.7259985364660299,176.76838017736674,-111.46714813367223,91.51935279836457,5.0,3.0,3.0,2.0,2.0,0.0
1969,-98.748,-99.67,-98.61,-97.8,-88.725,-90.97142857142859,-100.03,-92.995,-115.0,-8.055494,-34.951316,True,0.921999999999997,-0.13800000000000523,-1.0600000000000023,-9.075000000000003,-6.828571428571408,2.246428571428595,-7.034999999999997,14.969999999999999,22.004999999999995,1.3374636059038945,0.7869496111746128,0.7259985364660299,176.76838017736674,-111.46714813367223,91.51935279836457,5.0,3.0,3.0,2.0,2.0,0.0
1970,-98.748,-99.67,-98.61,-97.86,-88.725,-90.97142857142859,-100.03,-94.53,-115.0,-8.055494,-34.951316,True,0.921999999999997,-0.13800000000000523,-1.0600000000000023,-9.135000000000005,-6.88857142857141,2.246428571428595,-5.5,14.969999999999999,20.47,1.3374636059038945,0.7869496111746128,0.7259985364660299,176.76838017736674,-111.46714813367223,91.51935279836457,5.0,3.0,3.0,2.0,2.0,0.0
1971,-98.748,-99.67,-98.61,-97.86,-88.725,-90.97142857142859,-100.03,-92.995,-115.0,-8.055494,-34.951316,True,0.921999999999997,-0.13800000000000523,-1.0600000000000023,-9.135000000000005,-6.88857142857141,2.246428571428595,-7.034999999999997,14.969999999999999,22.004999999999995,1.3374636059038945,0.7869496111746128,0.7259985364660299,176.76838017736674,-111.46714813367223,91.51935279836457,5.0,3.0,3.0,2.0,2.0,0.0
1972,-98.748,-99.67,-98.61,-97.86,-88.725,-90.93125,-100.03,-92.995,-115.0,-8.055494,-34.951316,True,0.921999999999997,-0.13800000000000523,-1.0600000000000023,-9.135000000000005,-6.928749999999994,2.2062500000000114,-7.034999999999997,14.969999999999999,22.004999999999995,1.3374636059038945,0.7869496111746128,0.7259985364660299,176.76838017736674,-111.46714813367223,91.51935279836457,5.0,3.0,3.0,2.0,2.0,0.0
1973,-98.748,-99.67,-98.61,-97.86,-88.725,-90.68428571428568,-100.03,-92.995,-115.0,-8.055494,-34.951316,True,0.921999999999997,-0.13800000000000523,-1.0600000000000023,-9.135000000000005,-7.175714285714321,1.9592857142856843,-7.034999999999997,14.969999999999999,22.004999999999995,1.3374636059038945,0.7869496111746128,0.7259985364660299,176.76838017736674,-111.46714813367223,91.51935279836457,5.0,3.0,3.0,2.0,2.0,0.0
1974,-98.748,-99.67,-98.61,-97.86,-89.598,-90.68428571428568,-100.03,-92.995,-115.0,-8.055494,-34.951316,True,0.921999999999997,-0.13800000000000523,-1.0600000000000023,-8.262,-7.175714285714321,1.0862857142856797,-7.034999999999997,14.969999999999999,22.004999999999995,1.3374636059038945,0.7869496111746128,0.7259985364660299,176.76838017736674,-111.46714813367223,91.51935279836457,5.0,3.0,3.0,2.0,2.0,0.0
1975,-98.748,-99.67,-98.61,-97.86,-88.83,-90.68428571428568,-100.03,-92.995,-115.0,-8.055494,-34.951316,True,0.921999999999997,-0.13800000000000523,-1.0600000000000023,-9.030000000000001,-7.175714285714321,1.8542857142856803,-7.034999999999997,14.969999999999999,22.004999999999995,1.3374636059038945,0.7869496111746128,0.7259985364660299,176.76838017736674,-111.46714813367223,91.51935279836457,5.0,3.0,3.0,2.0,2.0,0.0
1976,-98.748,-99.67,-98.61,-97.86,-88.115,-90.68428571428568,-100.03,-91.46,-115.0,-8.055494,-34.951316,True,0.921999999999997,-0.13800000000000523,-1.0600000000000023,-9.745000000000005,-7.175714285714321,2.5692857142856838,-8.570000000000007,14.969999999999999,23.540000000000006,1.3374636059038945,0.7869496111746128,0.7259985364660299,176.76838017736674,-111.46714813367223,91.51935279836457,5.0,3.0,3.0,2.0,2.0,0.0
1977,-98.748,-99.67,-98.61,-97.86,-88.115,-90.68428571428568,-100.03,-92.995,-115.0,-8.055494,-34.951316,True,0.921999999999997,-0.13800000000000523,-1.0600000000000023,-9.745000000000005,-7.175714285714321,2.5692857142856838,-7.034999999999997,14.969999999999999,22.004999999999995,1.3374636059038945,0.7869496111746128,0.7259985364660299,176.76838017736674,-111.46714813367223,91.51935279836457,5.0,3.0,3.0,2.0,2.0,0.0
1978,-98.748,-99.67,-98.61,-97.86,-88.115,-90.68428571428568,-100.03,-92.995,-115.0,-8.055494,-34.951316,True,0.921999999999997,-0.13800000000000523,-1.0600000000000023,-9.745000000000005,-7.175714285714321,2.5692857142856838,-7.034999999999997,14.969999999999999,22.004999999999995,1.3374636059038945,0.7869496111746128,0.7259985364660299,176.76838017736674,-111.46714813367223,91.51935279836457,5.0,3.0,3.0,2.0,2.0,0.0
1979,-98.748,-99.67,-98.61,-97.86,-88.115,-90.68428571428568,-100.03,-92.5666666666667,-115.0,-8.055494,-34.951316,True,0.921999999999997,-0.13800000000000523,-1.0600000000000023,-9.745000000000005,-7.175714285714321,2.5692857142856838,-7.463333333333296,14.969999999999999,22.433333333333294,1.3374636059038945,0.7869496111746128,0.7259985364660299,176.76838017736674,-111.46714813367223,91.51935279836457,5.0,3.0,3.0,2.0,2.0,0.0
1980,-98.748,-99.67,-98.61,-97.86,-88.115,-90.68428571428568,-100.03,-91.585,-115.0,-8.055494,-34.951316,True,0.921999999999997,-0.13800000000000523,-1.0600000000000023,-9.745000000000005,-7.175714285714321,2.5692857142856838,-8.445000000000007,14.969999999999999,23.415000000000006,1.3374636059038945,0.7869496111746128,0.7259985364660299,176.76838017736674,-111.46714813367223,91.51935279836457,5.0,3.0,3.0,2.0,2.0,0.0
1981,-98.748,-99.67,-98.61,-97.86,-88.115,-90.68428571428568,-100.03,-91.585,-115.0,-8.055494,-34.951316,True,0.921999999999997,-0.13800000000000523,-1.0600000000000023,-9.745000000000005,-7.175714285714321,2.5692857142856838,-8.445000000000007,14.969999999999999,23.415000000000006,1.3374636059038945,0.7869496111746128,0.7259985364660299,176.76838017736674,-111.46714813367223,91.51935279836457,5.0,3.0,3.0,2.0,2.0,0.0
1982,-98.748,-99.67,-98.61,-97.8,-88.115,-90.68428571428568,-100.03,-91.585,-115.0,-8.055494,-34.951316,True,0.921999999999997,-0.13800000000000523,-1.0600000000000023,-9.685000000000002,-7.1157142857143185,2.5692857142856838,-8.445000000000007,14.969999999999999,23.415000000000006,1.3374636059038945,0.7869496111746128,0.7259985364660299,176.76838017736674,-111.46714813367223,91.51935279836457,5.0,3.0,3.0,2.0,2.0,0.0
1983,-98.748,-99.67,-98.61,-97.8,-88.115,-90.68428571428568,-100.03,-91.585,-115.0,-8.055494,-34.951316,True,0.921999999999997,-0.13800000000000523,-1.0600000000000023,-9.685000000000002,-7.1157142857143185,2.5692857142856838,-8.445000000000007,14.969999999999999,23.415000000000006,1.3374636059038945,0.7869496111746128,0.7259985364660299,176.76838017736674,-111.46714813367223,91.51935279836457,5.0,3.0,3.0,2.0,2.0,0.0
1984,-98.748,-99.67,-98.61,-97.8,-88.115,-90.68428571428568,-100.03,-91.585,-115.0,-8.055494,-34.951316,True,0.921999999999997,-0.13800000000000523,-1.0600000000000023,-9.685000000000002,-7.1157142857143185,2.5692857142856838,-8.445000000000007,14.969999999999999,23.415000000000006,1.3374636059038945,0.7869496111746128,0.7259985364660299,176.76838017736674,-111.46714813367223,91.51935279836457,5.0,3.0,3.0,2.0,2.0,0.0
1985,-98.748,-99.67,-98.61,-97.8,-88.115,-90.68428571428568,-100.03,-91.585,-115.0,-8.055494,-34.951316,True,0.921999999999997,-0.13800000000000523,-1.0600000000000023,-9.685000000000002,-7.1157142857143185,2.5692857142856838,-8.445000000000007,14.969999999999999,23.415000000000006,1.3374636059038945,0.7869496111746128,0.7259985364660299,176.76838017736674,-111.46714813367223,91.51935279836457,5.0,3.0,3.0,2.0,2.0,0.0
1986,-98.748,-97.85,-98.61,-97.8,-88.115,-90.68428571428568,-100.03,-91.585,-115.0,-8.055494,-34.951316,True,-0.8980000000000103,-0.13800000000000523,0.7600000000000051,-9.685000000000002,-7.1157142857143185,2.5692857142856838,-8.445000000000007,14.969999999999999,23.415000000000006,1.3374636059038945,0.7869496111746128,0.7259985364660299,176.76838017736674,-111.46714813367223,91.51935279836457,5.0,3.0,3.0,2.0,2.0,0.0
1987,-98.748,-97.85,-95.72,-99.12,-88.115,-90.68428571428568,-100.03,-91.585,-115.0,-8.055494,-34.951316,True,-0.8980000000000103,-3.028000000000006,-2.1299999999999955,-11.00500000000001,-8.435714285714326,2.5692857142856838,-8.445000000000007,14.969999999999999,23.415000000000006,1.3374636059038945,0.7869496111746128,0.7259985364660299,176.76838017736674,-111.46714813367223,91.51935279836457,5.0,3.0,3.0,2.0,2.0,0.0
1988,-98.748,-97.85,-98.61,-99.12,-88.115,-90.68428571428568,-100.03,-91.71,-115.0,-8.055494,-34.951316,True,-0.8980000000000103,-0.13800000000000523,0.7600000000000051,-11.00500000000001,-8.435714285714326,2.5692857142856838,-8.320000000000007,14.969999999999999,23.290000000000006,1.3374636059038945,0.7869496111746128,0.7259985364660299,176.76838017736674,-111.46714813367223,91.51935279836457,5.0,3.0,3.0,2.0,2.0,0.0
1989,-98.748,-97.85,-98.61,-99.12,-88.115,-90.68428571428568,-100.03,-91.585,-115.0,-8.055494,-34.951316,True,-0.8980000000000103,-0.13800000000000523,0.7600000000000051,-11.00500000000001,-8.435714285714326,2.5692857142856838,-8.445000000000007,14.969999999999999,23.415000000000006,1.3374636059038945,0.7869496111746128,0.7259985364660299,176.76838017736674,-111.46714813367223,91.51935279836457,5.0,3.0,3.0,2.0,2.0,0.0
1990,-98.748,-97.85,-98.61,-100.26,-87.584,-90.53125,-100.03,-91.585,-115.0,-8.055494,-34.951316,True,-0.8980000000000103,-0.13800000000000523,0.7600000000000051,-12.676000000000002,-9.728750000000005,2.947249999999997,-8.445000000000007,14.969999999999999,23.415000000000006,1.3374636059038945,0.7869496111746128,0.7259985364660299,176.76838017736674,-111.46714813367223,91.51935279836457,5.0,3.0,3.0,2.0,2.0,0.0
1991,-98.748,-97.85,-98.61,-100.26,-88.99,-89.6742857142857,-100.03,-91.585,-115.0,-8.055494,-34.951316,True,-0.8980000000000103,-0.13800000000000523,0.7600000000000051,-11.27000000000001,-10.585714285714303,0.6842857142857071,-8.445000000000007,14.969999999999999,23.415000000000006,1.3374636059038945,0.7869496111746128,0.7259985364660299,176.76838017736674,-111.46714813367223,91.51935279836457,5.0,3.0,3.0,2.0,2.0,0.0
1992,-98.748,-97.85,-98.61,-99.75,-88.99,-89.6742857142857,-100.03,-91.585,-115.0,-8.055494,-34.951316,True,-0.8980000000000103,-0.13800000000000523,0.7600000000000051,-10.760000000000005,-10.075714285714298,0.6842857142857071,-8.445000000000007,14.969999999999999,23.415000000000006,1.3374636059038945,0.7869496111746128,0.7259985364660299,176.76838017736674,-111.46714813367223,91.51935279836457,5.0,3.0,3.0,2.0,2.0,0.0
1993,-98.748,-97.85,-98.61,-99.75,-88.99,-89.6742857142857,-100.03,-91.585,-115.0,-8.055494,-34.951316,True,-0.8980000000000103,-0.13800000000000523,0.7600000000000051,-10.760000000000005,-10.075714285714298,0.6842857142857071,-8.445000000000007,14.969999999999999,23.415000000000006,1.3374636059038945,0.7869496111746128,0.7259985364660299,176.76838017736674,-111.46714813367223,91.51935279836457,5.0,3.0,3.0,2.0,2.0,0.0
